主事件标题,事件标题,时间,地点,涉事方,关键动作,总推文数,链接1,链接2,链接3,链接4,链接5,链接6,链接7,链接8,链接9,链接10,链接11,链接12,链接13,链接14,链接15,链接16,链接17,链接18,链接19,链接20,链接21,链接22,链接23,链接24,链接25,链接26,链接27,链接28,链接29,链接30,链接31,链接32,链接33,链接34,链接35,链接36,链接37,链接38,链接39,链接40,链接41,链接42,链接43,链接44,链接45,链接46,链接47,链接48,链接49,链接50,链接51,链接52,链接53,链接54,链接55,链接56,链接57,链接58,链接59,链接60,链接61,链接62,链接63,链接64,链接65,链接66,链接67,链接68,链接69,链接70,链接71,链接72,链接73,链接74,链接75,链接76,链接77,链接78,链接79,链接80,链接81,链接82,链接83,链接84,链接85,链接86,链接87,链接88,链接89,链接90,链接91,链接92,链接93,链接94,链接95,链接96,链接97,链接98,链接99,链接100,链接101,链接102,链接103,链接104,链接105,链接106,链接107,链接108,链接109,链接110,链接111,链接112,链接113,链接114,链接115,链接116,链接117,链接118,链接119,链接120,链接121,链接122,链接123,链接124,链接125,链接126,链接127,链接128,链接129,链接130,链接131,链接132,链接133,链接134,链接135,链接136,链接137,链接138,链接139,链接140,链接141,链接142,链接143,链接144,链接145,链接146,链接147,链接148,链接149,链接150,链接151,链接152,链接153,链接154,链接155,链接156,链接157,链接158,链接159,链接160,链接161,链接162,链接163,链接164,链接165,链接166,链接167,链接168,链接169,链接170,链接171,链接172,链接173,链接174,链接175,链接176,链接177,链接178,链接179,链接180,链接181,链接182,链接183,链接184,链接185,链接186,链接187,链接188,链接189,链接190,链接191,链接192,链接193,链接194,链接195,链接196,链接197,链接198,链接199,链接200,链接201,链接202,链接203,链接204,链接205,链接206,链接207,链接208,链接209,链接210,链接211,链接212,链接213,链接214,链接215,链接216,链接217,链接218,链接219,链接220,链接221,链接222,链接223,链接224,链接225,链接226,链接227,链接228,链接229,链接230,链接231,链接232,链接233,链接234,链接235,链接236,链接237,链接238,链接239,链接240,链接241,链接242,链接243,链接244,链接245,链接246,链接247,链接248,链接249,链接250,链接251,链接252,链接253,链接254,链接255,链接256,链接257,链接258,链接259,链接260,链接261,链接262,链接263,链接264,链接265,链接266,链接267,链接268,链接269,链接270,链接271,链接272,链接273,链接274,链接275,链接276,链接277,链接278,链接279,链接280,链接281,链接282
菲律宾民间团体在西菲律宾海举行“Atin Ito”和平与团结音乐会并引发中国海警关注,菲律宾“Atin Ito”远征队在南海引发社交媒体争议,2025/5/26,南海（西菲律宾海）,菲律宾“Atin Ito”远征队、社交媒体用户,菲律宾“Atin Ito”远征队前往南海引发社交媒体上关于南海争议的激烈讨论,6,"""https://www.abs-cbn.com/news/nation/2025/5/25/wrap-as-atin-ito-ships-out-an-online-debate-rages-on-protecting-the-west-ph-sea-2031"";""https://x.com/ABSCBNNews/status/1926836616250773715/photo/1""","""https://x.com/JervisManahan/status/1926834503999209646/video/1""","""https://x.com/JervisManahan/status/1926856914710810666/video/1"";""https://x.com/JervisManahan/status/1926855682705211513/photo/1""","""https://x.com/JervisManahan/status/1926951901381181636/video/1""","""https://x.com/JervisManahan/status/1926940053122531440/video/1""","""https://www.youtube.com/watch?v=rE_1ScSJgK4&feature=youtu.be""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国海军在南海进行军事活动和训练,bulkeley_john 评论 中国 与 美国海军第七舰队 在 南海 的潜在冲突,2025/5/27,南海,bulkeley_john、中国、美国海军第七舰队,bulkeley_john 评论中国在南海与美国海军第七舰队的潜在冲突，并提及美国在菲律宾的基地,2,"""https://x.com/NavalInstitute/status/1927010061903155443""","""https://x.com/bulkeley_john/status/1926606868291440745"";""https://twitter.com/indopac_info/status/1926571847086199156"";""https://cdrsalamander.substack.com/p/what-happens-when-you-let-the-prc?r=41r9h&utm_campaign=post&utm_medium=web&showWelcomeOnShare=true&triedRedirect=true"";""https://x.com/cdrsalamander/status/1928250015744463019/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾民众就南海问题表达不满并呼吁捍卫主权,菲律宾武装部队准备实施南海行为准则，引发社交媒体用户质疑,2025/5/27,南海,菲律宾武装部队 (AFP)、社交媒体用户,菲律宾武装部队表示准备实施南海行为准则，但社交媒体用户质疑其时机和动机,2,"""https://twitter.com/inquirerdotnet/status/1927287283968868363"";""https://www.inquirer.net/445501/afp-ready-to-implement-south-china-sea-code-of-conduct/""","""https://www.youtube.com/watch?v=z15gskBBOa4&feature=youtu.be""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾民间团体在西菲律宾海举行“Atin Ito”和平与团结音乐会并引发中国海警关注,菲律宾“Atin Ito”联盟船只MV Kapitan Felix Oca在西菲律宾海被中国海警无线电挑战,2025/5/27,西菲律宾海,菲律宾“Atin Ito”联盟、MV Kapitan Felix Oca、中国海警,菲律宾“Atin Ito”联盟的MV Kapitan Felix Oca船只在西菲律宾海举行和平音乐会时，遭到中国海警的无线电挑战,15,"""https://x.com/radyopilipinas1/status/1927191976325111866/video/1""","""https://x.com/tweetnis59/status/1927014279686861092/video/1""",https://twitter.com/dzrhnews/statuses/1927246182713008399,"""https://x.com/TVPatrol/status/1927335769842041232/video/1""","""https://x.com/inquirerdotnet/status/1927172313230848510/video/1"";""https://x.com/inquirerdotnet/status/1927172611416465622/video/1""","""https://x.com/inquirerdotnet/status/1927172313230848510/video/1"";""https://x.com/inquirerdotnet/status/1927172611416465622/video/1"";""https://x.com/inquirerdotnet/status/1927174671453012044/video/1""","""https://x.com/TVPatrol/status/1927697724859957473/video/1""","""https://x.com/JervisManahan/status/1927596711083417737/video/1"";""https://x.com/JervisManahan/status/1927593088245248507/photo/1""","""https://x.com/JervisManahan/status/1927593088245248507/photo/1""","""https://x.com/News5PH/status/1927685029972561935/video/1""","""https://x.com/JervisManahan/status/1927633041310232865/video/1"";""https://x.com/JervisManahan/status/1927632063798391189/video/1""","""https://www.facebook.com/watch/?v=687118357813234&ref=sharing&share_url=https%3A%2F%2Ffb.watch%2FzSNKLpn4u1%2F"";""https://x.com/dzrhnews/status/1927716525370147002/photo/1""","""https://x.com/News5PH/status/1927637214902804506/video/1"";""https://x.com/News5PH/status/1927645535160189205/video/1""","""https://www.abs-cbn.com/news/nation/2025/5/28/first-concert-in-west-ph-sea-successful-despite-inclement-weather-1801"";""https://x.com/TVPatrol/status/1927907751470190964/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾总统马科斯在东盟峰会上强调南海主权并呼吁加速通过南海行为准则,菲律宾总统马科斯呼吁确保南海和阿拉伯海的航行自由,2025/5/27,南海、阿拉伯海,菲律宾总统马科斯,菲律宾总统马科斯呼吁确保南海和阿拉伯海的航行自由,7,"""https://www.youtube.com/watch?v=kzzFCDNJp3k&feature=youtu.be""","""https://www.abs-cbn.com/news/nation/2025/5/27/marcos-jr-highlights-need-to-ensure-freedom-of-navigation-in-the-south-china-arabian-sea-1543"";""https://x.com/ANCALERTS/status/1927341522279670231/photo/1""","""https://www.gmanetwork.com/news/topstories/nation/947463/marcos-south-china-sea-arabian-sea-asean-gulf-cooperation-council/story/""","""https://x.com/inquirerdotnet/status/1927216500252741966/photo/1"";""https://x.com/inquirerdotnet/status/1927216772123426882/photo/1"";""https://x.com/inquirerdotnet/status/1927217255420428447/photo/1""","""https://x.com/inquirerdotnet/status/1927216500252741966/photo/1""","""https://businessmirror.com.ph/2025/05/27/marcos-freedom-of-navigation-at-scs-arabian-sea-crucial-for-international-trade/""","""https://www.philstar.com/headlines/2025/05/28/2446278/marcos-asean-gulf-heads-ensure-unimpeded-sea-trade""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警与菲律宾船只在西菲律宾海发生水炮袭击和碰撞事件并引发多方谴责,中国驻菲律宾大使馆发言人谴责菲律宾在铁线礁的行动,2025/5/27,铁线礁（南沙群岛）,中国驻菲律宾大使馆发言人、菲律宾,中国驻菲律宾大使馆发言人谴责菲律宾在铁线礁的行动，称其严重违反了《南海各方行为宣言》第五条,2,https://twitter.com/Chinaembmanila/statuses/1927199980478992552,"""https://x.com/newswatchplusph/status/1927207702301733265/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾民间团体在西菲律宾海举行“Atin Ito”和平与团结音乐会并引发中国海警关注,中国海警船只在西菲律宾海Pag-asa岛附近监测“Atin Ito”志愿者船只,2025/5/27,西菲律宾海（Pag-asa岛附近）,中国海警、Atin Ito志愿者,两艘中国海警船只在西菲律宾海Pag-asa岛附近监测载有“Atin Ito”志愿者的船只,6,"""https://x.com/inquirerdotnet/status/1927171405738619150/video/1"";""https://x.com/inquirerdotnet/status/1927173288075165912/video/1"";""https://x.com/inquirerdotnet/status/1927173470783144382/video/1""","""https://x.com/_GioRobles/status/1927194949193191525/video/1""","""https://x.com/News5PH/status/1927207932099170434/video/1""","""https://x.com/manilabulletin/status/1927198937204555777/photo/1""","""https://www.inquirer.net/445549/chinese-shadow-atin-ito-mission-en-route-to-wps-island-concert/"";""https://x.com/NCorralesINQ/status/1927503843572818334/photo/1""","""https://x.com/luisitosantos03/status/1927645086978125838/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国在南海进行大规模军事部署和演习并引发美国警告,中国在西沙群岛部署轰炸机,2025/5/28,西沙群岛（南海）,中国,卫星图像显示中国在本月向有争议的西沙群岛部署了两架先进轰炸机,2,"""https://news.tv5.com.ph/breaking/read/chinas-most-advanced-bombers-seen-on-paracel-islands-in-south-china-sea"";""https://x.com/News5PH/status/1927750386175066346/photo/1""","""https://zh.pairsonnalites.org/2025/05/beijing-sends-heavy-bombers-to-disputed.html""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国在南海进行大规模军事部署和演习并引发美国警告,中国 在 南海 永兴岛 部署轰炸机,2025/5/28,南海 永兴岛,中国,卫星图像显示中国在南海永兴岛部署了两架先进轰炸机,9,"""https://x.com/dotconnectinga/status/1927749076080001523/photo/1""","""https://www.reuters.com/business/aerospace-defense/chinas-most-advanced-bombers-seen-disputed-south-china-sea-island-2025-05-28/?taid=68372171bc8cc400010953fe&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter""","""https://www.reuters.com/business/aerospace-defense/chinas-most-advanced-bombers-seen-disputed-south-china-sea-island-2025-05-28/""","""https://geo.synchro.net/?page=001-forum.ssjs&sub=geosync-thepit&thread=137""","""https://twitter.com/Reuters/status/1927799550309241015"";""https://www.reuters.com/business/aerospace-defense/chinas-most-advanced-bombers-seen-disputed-south-china-sea-island-2025-05-28/?taid=68375adc808c9d0001a21415&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter""","""https://www.globaltimes.cn/page/202505/1335051.shtml"";""https://x.com/globaltimesnews/status/1927756549532926017/photo/1""","""https://twitter.com/jchengwsj/status/1927923098948620389"";""https://www.reuters.com/business/aerospace-defense/chinas-most-advanced-bombers-seen-disputed-south-china-sea-island-2025-05-28/""","""https://x.com/AstuteGaba/status/1928166428160483476/photo/1"";""https://x.com/AstuteGaba/status/1928165957069066335/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾民间团体在西菲律宾海举行“Atin Ito”和平与团结音乐会并引发中国海警关注,菲律宾流行组合HORI7ON在西菲律宾海Pag-asa岛的“Atin Ito”和平音乐会上表演,2025/5/28,西菲律宾海（Pag-asa岛）,HORI7ON、Atin Ito联盟,菲律宾流行组合HORI7ON在“Atin Ito”联盟于Pag-asa岛举办的和平音乐会上表演,13,"""https://x.com/News5PH/status/1927616401948164356/photo/1""","""https://x.com/TVPatrol/status/1927697724859957473/video/1""","""https://www.gmanetwork.com/news/topstories/nation/947605/atin-ito-holds-concert-off-pagasa-island-waters-despite-chinese-shadowing/story/""","""https://x.com/_GioRobles/status/1927709353295143361/video/1""","""https://x.com/_GioRobles/status/1927709336564077037/video/1""","""https://www.inquirer.net/445667/rappers-in-wps-concert-ask-china-why-are-you-here/""","""https://www.philstar.com/headlines/2025/05/29/2446727/atin-itos-peace-concert-reaches-pag-asa-after-being-shadowed-chinese-vessels""","""https://twitter.com/_GioRobles/status/1927709336564077037""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾总统马科斯在东盟峰会上强调南海主权并呼吁加速通过南海行为准则,菲律宾总统马科斯呼吁紧急通过南海行为准则,2025/5/28,南海,菲律宾,菲律宾总统马科斯呼吁紧急通过南海行为准则，警告海上紧张局势威胁东南亚稳定和发展,2,"""http://bit.ly/3YYRTbu"";""https://x.com/AsiaMTI/status/1927417141277368605/photo/1""","""https://www.pna.gov.ph/articles/1250905""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾民间团体在西菲律宾海举行“Atin Ito”和平与团结音乐会并引发中国海警关注,菲律宾“Atin Ito”联盟在西菲律宾海T/S Kapitan Felix Oca船上演唱国歌并准备音乐会,2025/5/28,西菲律宾海（Pag-asa岛附近）,菲律宾“Atin Ito”联盟、T/S Kapitan Felix Oca,菲律宾“Atin Ito”联盟在国旗日当天，于西菲律宾海T/S Kapitan Felix Oca船上演唱菲律宾国歌，为即将举行的Pag-asa岛音乐会做准备,2,"""https://x.com/News5PH/status/1927602033617412224/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾总统马科斯在东盟峰会上强调南海主权并呼吁加速通过南海行为准则,菲律宾海岸警卫队发言人Jay Tarriela呼吁东盟国家团结对抗中国在南海的虚假主张,2025/5/28,南海,菲律宾海岸警卫队发言人Jay Tarriela、中国、东盟,菲律宾海岸警卫队发言人Jay Tarriela强调需要反击中国在南海的虚假主张，并呼吁东盟国家团结起来捍卫真相和海洋权利,2,"""https://x.com/PIADesk/status/1927537654330990754/photo/1""","""https://twitter.com/chinadaily/status/1927652944507216326""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾总统马科斯在东盟峰会上强调南海主权并呼吁加速通过南海行为准则,菲律宾外交部表示在联合国安理会拥有席位对菲律宾至关重要，以应对中国在西菲律宾海的侵略,2025/5/28,西菲律宾海,菲律宾外交部、中国,菲律宾外交部表示，在联合国安理会拥有席位对菲律宾至关重要，以维护国际法，尤其是在中国在西菲律宾海采取侵略行动的背景下,2,"""https://www.abs-cbn.com/news/nation/2025/5/27/philippines-seeks-international-support-for-un-security-council-bid-1533"";""https://x.com/ANCALERTS/status/1927560462050439566/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾总统马科斯在东盟峰会上强调南海主权并呼吁加速通过南海行为准则,菲律宾总统马科斯在东盟峰会上重申对西菲律宾海的支持并强调东盟承诺,2025/5/28,东盟峰会,菲律宾总统马科斯、东盟,菲律宾总统马科斯在东盟峰会上重申对西菲律宾海的支持，并强调东盟对主权、经济韧性和区域合作的承诺,2,"""https://x.com/radyopilipinas1/status/1927474210890244182/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾民间团体在西菲律宾海举行“Atin Ito”和平与团结音乐会并引发中国海警关注,菲律宾海岸警卫队成功护送“Atin Ito”船队前往Pag-asa岛,2025/5/28,Pag-asa岛（西菲律宾海）,菲律宾海岸警卫队 (PCG)、Atin Ito船队、BRP Melchora Aquino、BRP Malapascua,菲律宾海岸警卫队成功护送“Atin Ito”船队前往Pag-asa岛，BRP Melchora Aquino和BRP Malapascua完成了护送任务,2,"""https://radyopilipinas.ph/2025/05/atin-ito-convoy-nakalapit-na-sa-pag-asa-island/""","""https://www.youtube.com/watch?v=3cGE6j9KQec&feature=youtu.be""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾总统马科斯在东盟峰会上强调南海主权并呼吁加速通过南海行为准则,菲律宾外交部重申其在西菲律宾海Pag-asa岛进行海洋作业和科学研究的权利,2025/5/29,西菲律宾海（Pag-asa岛）,菲律宾外交部、中国,菲律宾外交部重申其在西菲律宾海Pag-asa岛进行海洋作业和科学研究的权利，并表示中国无权反对,4,"""https://news.tv5.com.ph/breaking/read/philippines-maintains-it-has-the-right-to-conduct-operations-in-pag-asa-island"";""https://x.com/News5PH/status/1928071025129934912/photo/1""","""https://interaksyon.philstar.com/politics-issues/2025/05/29/297107/philippines-says-china-has-no-right-to-object-or-interfere-with-its-lawful-activities-in-south-china-sea/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾民间团体在西菲律宾海举行“Atin Ito”和平与团结音乐会并引发中国海警关注,菲律宾“Atin Ito”联盟船只在完成西菲律宾海民间任务后返回马尼拉,2025/5/29,西菲律宾海、马尼拉,菲律宾“Atin Ito”联盟、Emman Hizon,菲律宾“Atin Ito”联盟的船只在完成西菲律宾海的民间任务后返回马尼拉,4,"""https://www.gmanetwork.com/news/topstories/nation/947715/atin-ito-ship-returning-to-manila-as-china-vessel-shadows/story/""","""https://akbayan.org.ph/news/918-atin-ito-concludes-3rd-civilian-mission-to-wps-vows-more-to-come"";""https://x.com/AkbayanParty/status/1928413628937740344/photo/1""","""https://x.com/ABSCBNNews/status/1928387570720759847/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾民间团体在西菲律宾海举行“Atin Ito”和平与团结音乐会并引发中国海警关注,Morobeats 乐队在西菲律宾海参与民间任务并创作歌曲,2025/5/29,西菲律宾海,Morobeats、JMara、ABSCBNNews,Morobeats 乐队在西菲律宾海参与民间任务，并根据当地紧张局势和自身经历创作歌曲,2,"""https://x.com/JervisManahan/status/1927933801763852347/video/1"";""https://x.com/JervisManahan/status/1927932636653109544/video/1""","""https://x.com/JervisManahan/status/1927931436075733233/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
